"Estudiante","Escuela.x","Aula.x","Debate","Votar","Decisiones","Asamblea","Candidato","Medioambiente","Voluntario","Prop.decision","Expres.opinion","Discus.politic","Opinion.mayoria","Discus.difop","Aspectos","Como.votar","Como.leyes","Como.medioambiente","Como.problemas","Como.derechos","Como.paises","Como.economia","Escuela.y","Aula.y","Piel","Clase","Religion","Region","Fisica","Mental","Pais","indigena"
10890122,1089,108901,1,1,1,1,1,1,1,4,4,3,4,3,4,1,1,1,1,1,1,1,1089,108901,2,2,2,2,2,2,2,2
10890123,1089,108901,2,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,1,2,1,1,1089,108901,2,2,2,2,2,2,2,2
10890124,1089,108901,3,2,3,3,3,3,2,4,4,3,3,4,3,2,2,1,1,2,2,1,1089,108901,2,2,2,2,2,2,2,2
10890125,1089,108901,2,3,3,3,3,3,3,3,2,1,2,3,3,4,4,4,4,4,4,4,1089,108901,2,2,2,2,2,2,2,2
10890126,1089,108901,2,1,2,2,3,2,3,3,3,2,3,3,3,3,3,1,2,3,3,2,1089,108901,2,2,2,2,2,2,2,2
10890127,1089,108901,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,4,4,4,4,1089,108901,2,2,2,2,2,2,2,2
10890128,1089,108901,3,1,1,2,1,2,1,3,4,3,4,3,3,3,3,2,2,3,3,3,1089,108901,2,2,2,2,2,2,2,2
10890129,1089,108901,1,1,1,2,3,2,2,3,4,2,3,2,3,2,2,1,1,2,3,2,1089,108901,2,2,2,2,2,2,2,2
10890130,1089,108901,3,2,3,3,3,3,3,3,3,1,2,1,2,1,3,2,2,2,3,2,1089,108901,2,2,2,2,2,2,2,2
10890131,1089,108901,2,1,1,1,3,1,1,2,4,4,4,4,4,3,1,1,1,1,1,1,1089,108901,2,2,2,2,2,2,2,2
10890132,1089,108901,2,1,3,3,3,3,3,4,4,1,3,1,1,4,3,3,4,3,1,3,1089,108901,2,2,2,2,2,2,2,2
10890133,1089,108901,2,1,1,1,1,1,1,4,4,4,4,4,4,2,2,1,1,2,2,1,1089,108901,2,2,2,2,2,2,2,2
10890134,1089,108901,2,1,NA,2,3,3,3,4,4,3,4,4,3,1,1,1,1,1,1,1,1089,108901,2,2,2,2,2,2,2,2
10900101,1090,109001,1,1,3,3,2,2,2,4,4,2,3,3,4,2,3,1,1,2,2,2,1090,109001,2,2,2,2,2,2,2,2
10900102,1090,109001,1,2,3,3,2,3,2,3,3,2,2,3,3,2,2,1,2,2,2,2,1090,109001,2,2,2,2,2,2,2,2
10900103,1090,109001,3,2,3,3,3,3,3,3,3,2,2,3,3,2,2,1,3,2,2,2,1090,109001,2,2,2,2,2,2,2,2
10900104,1090,109001,2,1,2,2,2,2,2,3,3,3,2,3,2,2,2,1,2,1,3,2,1090,109001,2,2,2,2,2,2,2,2
10900105,1090,109001,3,1,1,2,3,1,2,3,4,3,4,3,3,2,1,2,3,1,2,3,1090,109001,2,2,2,2,2,2,2,2
10900106,1090,109001,2,2,3,3,3,3,3,3,3,2,3,3,4,3,4,4,3,3,3,4,1090,109001,2,2,2,2,2,2,2,2
10900107,1090,109001,3,1,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1090,109001,2,2,1,2,2,2,2,1
10900108,1090,109001,3,1,3,2,1,3,3,3,4,2,4,3,3,1,2,2,2,1,1,1,1090,109001,2,2,2,2,2,2,2,2
10900109,1090,109001,3,1,1,1,1,3,3,4,4,2,4,3,4,2,2,1,3,2,4,1,1090,109001,2,2,2,2,2,2,2,2
10900110,1090,109001,2,1,3,3,2,2,3,3,4,2,4,3,4,3,2,1,3,2,3,3,1090,109001,2,2,2,2,2,2,2,2
10900111,1090,109001,3,3,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1090,109001,2,1,2,1,2,1,2,1
10900113,1090,109001,3,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,2,2,2,1090,109001,2,2,2,2,2,2,2,2
10900114,1090,109001,2,1,3,3,3,1,1,4,4,1,3,3,4,3,3,2,2,2,1,2,1090,109001,2,2,2,2,2,2,2,2
10900115,1090,109001,1,1,2,3,3,2,1,3,4,3,4,2,3,2,2,2,2,1,2,2,1090,109001,2,2,2,2,2,2,2,2
10900117,1090,109001,3,1,3,3,3,3,1,4,4,NA,4,4,4,1,2,1,1,1,1,2,1090,109001,2,2,2,2,2,2,2,2
10900118,1090,109001,2,1,1,1,1,1,2,4,4,3,4,4,4,3,3,4,3,4,2,3,1090,109001,2,2,2,2,2,2,2,2
10900119,1090,109001,2,2,3,3,3,3,2,3,2,1,2,3,2,2,3,3,3,3,1,3,1090,109001,2,2,2,2,2,2,2,2
10900120,1090,109001,3,2,3,1,3,3,3,4,4,1,4,4,4,2,2,1,3,3,4,3,1090,109001,2,2,2,2,2,2,2,2
10900121,1090,109001,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1090,109001,2,2,2,2,2,2,2,2
10900122,1090,109001,2,1,2,3,3,3,3,3,4,2,3,2,2,2,3,2,2,2,2,2,1090,109001,2,2,1,2,2,2,2,2
10900123,1090,109001,1,1,3,1,1,1,1,4,4,2,3,4,4,1,2,1,1,1,2,2,1090,109001,2,2,2,2,2,2,2,2
10900124,1090,109001,1,1,2,2,1,1,1,4,4,3,3,3,4,3,3,1,1,2,2,2,1090,109001,2,2,1,2,2,2,2,2
10900125,1090,109001,3,2,3,3,3,3,2,4,3,2,2,2,3,3,3,2,2,3,4,3,1090,109001,2,2,2,2,2,2,2,2
10900126,1090,109001,3,1,1,2,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1090,109001,2,2,2,2,2,2,2,2
10900127,1090,109001,3,2,3,3,3,3,3,3,4,2,4,1,3,1,1,1,1,2,3,3,1090,109001,2,2,2,2,2,2,2,2
10900128,1090,109001,3,1,1,2,2,2,1,4,4,2,3,3,4,1,2,3,3,1,2,1,1090,109001,2,2,2,2,2,2,1,2
10900129,1090,109001,3,1,2,2,3,3,2,4,3,3,3,3,4,1,2,1,2,3,2,2,1090,109001,1,1,1,1,1,1,1,2
10900130,1090,109001,2,2,3,NA,2,3,3,4,4,1,4,1,4,2,1,2,2,2,NA,NA,1090,109001,2,2,2,2,2,2,2,2
10900131,1090,109001,1,1,2,2,3,2,3,4,4,2,3,2,4,2,3,1,3,2,3,2,1090,109001,2,2,2,2,2,2,2,2
10900132,1090,109001,1,1,1,1,1,1,1,4,3,2,3,2,3,2,2,3,2,3,2,3,1090,109001,2,2,2,2,2,2,2,2
10900133,1090,109001,3,1,2,3,3,1,2,4,4,2,4,4,3,1,4,1,NA,4,4,4,1090,109001,2,2,2,2,2,2,2,2
10900134,1090,109001,3,2,3,3,3,3,3,3,2,1,3,2,3,2,3,3,3,3,4,4,1090,109001,1,1,1,1,1,2,1,1
10900135,1090,109001,3,1,3,3,3,3,1,3,3,3,3,3,3,1,1,1,2,2,3,2,1090,109001,2,2,2,2,2,2,2,2
10910101,1091,109101,3,1,2,3,3,3,3,1,NA,3,4,4,4,1,2,1,2,2,2,2,1091,109101,2,2,2,2,2,2,2,2
10910102,1091,109101,1,1,1,2,1,1,2,2,3,3,3,2,3,1,2,1,1,1,1,1,1091,109101,2,2,2,2,2,2,2,2
10910103,1091,109101,3,2,3,3,3,1,1,4,4,1,3,4,4,2,3,2,4,3,4,4,1091,109101,1,1,1,1,1,1,1,1
10910104,1091,109101,2,1,2,3,2,NA,1,3,NA,3,3,3,3,3,3,3,3,3,3,2,1091,109101,2,2,2,2,2,2,2,2
10910105,1091,109101,3,1,3,3,3,3,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1091,109101,2,2,2,2,2,2,2,2
10910106,1091,109101,3,1,3,3,3,3,3,4,4,3,4,4,3,3,2,1,2,2,3,2,1091,109101,2,2,2,2,2,2,2,2
10910107,1091,109101,3,2,3,1,2,3,2,2,4,3,3,1,2,2,2,2,3,2,2,2,1091,109101,2,2,2,2,2,2,2,2
10910108,1091,109101,1,1,2,3,3,2,3,4,4,2,3,3,3,2,3,1,3,1,2,3,1091,109101,2,2,2,2,2,2,2,2
10910109,1091,109101,1,1,2,1,1,1,3,3,2,2,2,3,2,2,2,2,2,4,3,3,1091,109101,2,2,2,2,2,2,2,2
10910110,1091,109101,3,2,2,2,3,3,3,3,4,2,4,3,4,2,3,2,3,3,3,2,1091,109101,2,2,2,2,2,2,2,2
10910111,1091,109101,3,1,1,2,3,3,3,4,4,3,4,3,4,2,2,2,2,2,2,2,1091,109101,2,2,2,2,2,2,2,2
10910112,1091,109101,3,1,2,3,2,3,3,3,4,2,3,2,3,2,4,2,2,3,4,2,1091,109101,2,2,1,2,2,1,1,2
10910113,1091,109101,3,1,3,3,3,2,3,3,4,2,2,2,3,4,3,1,2,3,2,3,1091,109101,2,2,2,2,2,2,2,2
10910114,1091,109101,3,1,3,3,2,3,1,4,4,2,2,2,3,2,1,1,2,2,3,3,1091,109101,2,2,2,2,2,2,2,2
10910115,1091,109101,2,2,3,3,2,3,3,3,4,1,2,4,3,3,3,1,3,3,3,3,1091,109101,2,2,2,2,2,2,2,2
10910116,1091,109101,3,1,2,3,3,3,3,3,4,2,4,1,3,1,1,1,2,1,2,3,1091,109101,2,2,2,2,2,2,2,2
10910117,1091,109101,3,1,3,3,2,3,2,3,2,1,2,2,4,3,4,3,3,2,3,2,1091,109101,2,2,2,2,2,2,2,2
10910118,1091,109101,3,2,3,2,2,1,1,3,3,3,3,3,3,1,2,3,2,1,3,4,1091,109101,2,2,2,2,2,2,2,1
10910119,1091,109101,2,1,1,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1091,109101,NA,NA,NA,NA,NA,NA,NA,NA
10910120,1091,109101,1,1,3,3,2,3,2,4,4,2,3,3,3,1,2,2,2,1,2,3,1091,109101,2,2,2,2,2,2,2,2
10910121,1091,109101,3,1,3,3,3,3,3,1,4,1,4,1,4,4,4,1,4,3,4,4,1091,109101,2,2,2,2,2,2,2,2
10910122,1091,109101,1,1,2,3,1,3,3,4,3,1,4,2,3,1,1,1,2,3,4,3,1091,109101,1,1,1,1,1,2,1,1
10910123,1091,109101,2,3,2,1,3,NA,3,4,4,3,4,3,4,4,3,3,2,4,4,3,1091,109101,2,2,2,2,2,2,2,2
10910124,1091,109101,2,3,1,2,2,2,1,3,3,2,4,3,4,1,3,1,2,3,1,3,1091,109101,2,2,2,2,2,1,2,2
10910125,1091,109101,3,1,3,3,3,2,3,3,2,1,2,1,4,3,3,2,4,4,4,2,1091,109101,2,2,2,2,2,2,2,2
10910126,1091,109101,2,1,3,3,3,2,3,3,3,1,2,2,4,1,1,1,2,1,2,1,1091,109101,2,2,2,2,2,1,2,2
10910127,1091,109101,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,1,1,3,2,3,1091,109101,2,2,2,2,2,2,2,2
10910128,1091,109101,3,1,3,3,3,3,3,4,4,1,3,1,3,2,3,1,2,3,3,4,1091,109101,2,2,2,2,2,2,2,2
10910129,1091,109101,2,2,3,3,3,2,1,4,4,3,2,4,3,1,2,1,1,2,2,1,1091,109101,2,2,2,2,2,1,2,2
10910130,1091,109101,1,1,2,2,1,2,2,4,4,3,4,4,4,3,3,1,3,3,3,2,1091,109101,2,2,2,2,2,2,2,2
10910131,1091,109101,3,2,3,3,3,3,2,3,3,1,3,3,3,4,3,2,2,3,3,3,1091,109101,2,2,2,2,2,2,2,2
10910132,1091,109101,3,2,3,3,3,2,3,3,4,2,1,1,3,2,3,1,3,2,3,2,1091,109101,2,2,2,2,2,1,2,2
10910133,1091,109101,3,1,3,3,1,2,2,4,4,2,2,3,3,1,1,1,1,1,2,2,1091,109101,2,2,2,2,2,2,2,2
10910134,1091,109101,3,1,2,2,1,2,2,3,3,1,2,3,2,2,1,1,1,1,2,1,1091,109101,2,2,2,2,2,2,2,2
10910135,1091,109101,2,2,2,3,3,1,2,3,3,2,4,3,3,1,2,2,2,2,2,2,1091,109101,2,2,2,2,2,2,2,2
10910136,1091,109101,3,1,1,1,2,3,2,4,4,2,2,3,4,1,2,1,2,2,2,1,1091,109101,2,2,2,2,2,2,2,2
10910137,1091,109101,1,1,2,2,2,1,1,3,4,2,3,3,4,3,2,1,2,2,2,2,1091,109101,2,2,2,2,2,2,2,2
10910138,1091,109101,3,3,3,3,3,2,2,4,4,4,4,3,3,4,4,2,2,4,4,3,1091,109101,2,2,2,2,2,1,2,2
10910139,1091,109101,3,2,3,3,3,3,3,3,3,NA,1,1,1,1,3,3,3,3,3,3,1091,109101,2,2,2,2,2,1,2,1
10920101,1092,109201,3,3,3,3,3,3,3,3,4,2,2,2,2,4,2,2,4,3,3,3,1092,109201,1,1,1,1,2,2,1,1
10920102,1092,109201,2,1,3,3,3,2,2,4,4,2,3,3,4,1,2,1,2,2,3,3,1092,109201,2,2,2,2,2,2,2,2
10920103,1092,109201,2,1,3,3,3,1,3,3,3,1,4,2,3,2,2,2,1,3,4,2,1092,109201,2,2,2,2,2,2,2,2
10920104,1092,109201,3,1,3,3,3,3,3,4,4,3,3,4,4,1,4,1,1,4,4,2,1092,109201,2,2,2,2,2,2,2,2
10920105,1092,109201,3,3,3,3,1,2,3,4,4,2,3,4,4,1,1,1,2,2,2,1,1092,109201,2,2,2,2,2,2,2,2
10920106,1092,109201,3,2,3,3,3,2,3,4,4,2,3,3,3,1,1,1,1,1,1,1,1092,109201,2,2,2,2,2,2,2,2
10920107,1092,109201,3,2,2,2,2,3,3,4,3,4,4,4,4,1,1,1,2,1,1,2,1092,109201,2,2,2,2,2,2,2,2
10920108,1092,109201,2,2,3,2,3,3,3,4,4,2,3,3,3,1,1,1,1,1,2,2,1092,109201,2,2,2,2,2,2,2,2
10920109,1092,109201,3,1,3,3,3,2,3,3,3,2,2,1,3,3,4,3,4,NA,NA,4,1092,109201,2,2,2,2,2,2,2,2
10920110,1092,109201,3,1,3,3,2,3,3,3,2,1,1,1,3,2,3,3,3,4,4,2,1092,109201,2,2,2,2,2,2,2,2
10920111,1092,109201,1,1,1,2,1,3,1,4,4,2,4,4,4,2,1,3,2,1,3,2,1092,109201,2,2,2,2,2,2,2,2
10920112,1092,109201,2,1,1,2,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1092,109201,2,2,2,2,2,2,2,2
10920113,1092,109201,3,1,3,1,2,3,3,4,4,1,3,3,3,3,4,2,4,4,3,4,1092,109201,2,2,2,2,2,2,2,2
10920114,1092,109201,2,NA,1,3,3,3,3,4,4,3,3,2,3,1,2,1,1,1,2,1,1092,109201,2,2,2,2,2,2,2,2
10920115,1092,109201,3,1,3,3,3,3,3,3,4,1,2,1,3,1,3,2,2,1,2,2,1092,109201,2,2,2,2,2,2,2,2
10920116,1092,109201,3,1,3,3,2,3,3,4,4,1,4,4,4,1,2,1,1,1,1,2,1092,109201,2,2,2,2,2,2,2,2
10920117,1092,109201,3,2,3,3,3,3,3,4,4,2,2,3,4,1,2,2,3,2,3,2,1092,109201,2,2,2,2,2,2,2,2
10920118,1092,109201,1,1,3,3,2,3,3,3,3,2,3,1,3,1,2,1,3,2,2,1,1092,109201,2,2,2,2,2,2,2,2
10920119,1092,109201,3,1,3,3,3,3,3,4,4,3,2,2,3,3,3,2,4,3,2,2,1092,109201,2,2,2,2,2,2,2,2
10920120,1092,109201,3,1,2,3,1,3,3,4,4,3,3,2,4,3,3,2,3,2,2,1,1092,109201,2,2,2,2,2,2,2,2
10920121,1092,109201,3,1,3,1,1,3,3,4,4,3,4,2,3,1,2,2,2,2,1,1,1092,109201,1,2,2,1,2,2,1,2
10920122,1092,109201,2,1,3,3,3,3,3,2,1,4,4,1,4,3,4,2,4,4,4,4,1092,109201,2,1,2,2,1,1,2,1
10920123,1092,109201,3,1,2,3,1,3,1,2,4,3,3,2,2,2,3,3,4,3,3,3,1092,109201,2,2,2,2,2,2,2,2
10920124,1092,109201,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,4,4,2,1092,109201,2,2,2,2,2,2,2,2
10920125,1092,109201,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,1092,109201,2,2,2,2,2,2,2,2
10920126,1092,109201,3,1,1,1,1,1,1,4,4,3,4,4,4,1,1,1,1,1,2,1,1092,109201,2,2,2,2,2,2,2,2
10920127,1092,109201,3,2,3,3,3,2,2,3,4,1,3,1,4,2,2,NA,4,4,3,4,1092,109201,2,2,2,2,2,2,2,2
10920128,1092,109201,3,2,3,3,3,3,2,3,2,3,2,2,2,2,2,3,3,2,2,3,1092,109201,2,2,2,2,2,2,2,2
10920129,1092,109201,3,1,3,3,1,3,3,4,4,3,4,3,3,1,1,2,1,2,3,1,1092,109201,2,2,2,2,2,2,2,2
10920130,1092,109201,3,2,2,3,2,2,2,3,3,3,3,3,3,1,1,2,2,2,3,3,1092,109201,2,2,2,2,2,2,2,2
10920131,1092,109201,3,1,2,3,2,3,3,4,4,3,3,3,4,1,2,3,1,2,3,2,1092,109201,2,2,2,2,2,2,2,2
10930401,1093,109304,3,1,3,3,3,3,3,1,1,1,1,1,1,2,2,3,4,3,4,4,1093,109304,2,2,2,2,2,2,2,2
10930402,1093,109304,3,1,2,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1093,109304,2,2,2,2,2,2,2,2
10930403,1093,109304,1,1,1,1,1,1,1,4,4,3,3,3,4,1,2,1,1,2,2,2,1093,109304,2,2,2,2,2,NA,2,2
10930404,1093,109304,3,1,3,3,3,3,3,3,3,2,4,4,2,3,2,2,1,1,3,4,1093,109304,2,2,2,2,2,2,2,2
10930405,1093,109304,2,1,2,3,2,3,3,4,4,3,4,4,3,2,2,1,3,2,3,2,1093,109304,2,2,2,2,2,2,2,2
10930406,1093,109304,2,1,1,1,1,1,3,4,4,2,4,3,3,1,1,1,1,1,1,2,1093,109304,2,1,2,2,2,2,2,1
10930407,1093,109304,2,1,1,3,3,2,2,4,4,3,4,4,4,1,1,1,1,1,1,1,1093,109304,2,2,2,2,2,NA,2,2
10930408,1093,109304,3,1,3,3,3,3,3,3,4,2,3,2,2,3,3,3,2,3,3,4,1093,109304,2,2,2,2,2,2,2,2
10930409,1093,109304,3,1,2,3,3,3,3,3,3,2,4,2,3,2,3,1,2,2,4,4,1093,109304,2,2,2,2,2,2,2,2
10930410,1093,109304,1,1,3,2,1,3,1,4,4,3,4,4,3,1,1,1,1,1,2,1,1093,109304,2,2,2,2,2,2,2,2
10930411,1093,109304,1,1,1,NA,3,2,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1093,109304,2,2,2,2,2,2,2,2
10930412,1093,109304,2,2,2,3,3,2,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1093,109304,2,2,2,2,2,2,2,2
10930413,1093,109304,3,2,3,3,3,3,3,4,4,4,4,4,4,NA,3,3,2,3,4,2,1093,109304,2,2,2,2,2,2,2,2
10930414,1093,109304,1,1,1,1,1,3,1,4,4,2,4,3,3,1,2,1,2,2,2,1,1093,109304,2,1,2,2,2,2,2,2
10930415,1093,109304,2,1,2,2,2,2,1,4,3,2,4,3,3,1,3,3,4,4,4,2,1093,109304,2,2,2,2,2,2,2,2
10930416,1093,109304,1,1,1,1,1,3,1,2,4,2,4,2,3,2,3,1,1,3,3,2,1093,109304,2,2,2,2,2,2,2,2
10930417,1093,109304,3,1,3,3,1,3,3,4,4,2,4,3,4,1,1,1,2,2,3,1,1093,109304,2,2,2,2,2,2,2,2
10930418,1093,109304,3,1,1,3,3,2,2,4,4,3,4,3,3,1,2,3,4,3,1,1,1093,109304,2,2,2,2,2,2,2,2
10930419,1093,109304,3,1,3,3,2,3,3,4,4,3,4,3,4,1,1,1,2,1,1,2,1093,109304,2,2,2,2,2,2,2,2
10930420,1093,109304,3,1,3,3,3,3,3,4,4,1,4,3,4,4,4,2,2,4,4,4,1093,109304,2,2,2,2,2,2,2,2
10930421,1093,109304,2,1,3,3,3,2,1,4,4,2,4,4,4,1,2,1,2,2,2,2,1093,109304,2,2,2,2,2,2,2,2
10930422,1093,109304,1,1,1,1,2,3,3,4,4,2,4,3,4,1,1,1,2,1,3,2,1093,109304,2,2,2,2,2,2,2,2
10930423,1093,109304,2,1,2,3,3,1,1,4,4,2,3,3,3,2,2,1,1,3,3,2,1093,109304,2,2,2,2,2,2,2,2
10930424,1093,109304,3,2,3,3,3,3,3,1,1,1,1,1,1,2,1,4,4,4,4,1,1093,109304,2,2,2,2,2,2,2,1
10930425,1093,109304,3,1,2,3,3,3,2,4,4,4,4,4,4,1,1,1,2,1,1,1,1093,109304,1,1,1,1,1,1,1,1
10930426,1093,109304,2,1,2,2,2,2,1,4,4,2,4,4,4,1,2,1,2,1,2,1,1093,109304,2,2,2,2,2,2,2,2
10930427,1093,109304,1,2,3,3,2,2,2,4,4,2,4,4,4,1,2,1,1,1,1,3,1093,109304,2,2,2,2,2,2,2,2
10930429,1093,109304,3,1,3,3,2,3,1,3,3,2,3,3,4,1,3,1,1,1,3,2,1093,109304,2,2,2,2,2,2,2,2
10930430,1093,109304,2,1,3,3,2,3,2,4,4,3,4,4,3,1,2,1,2,2,3,1,1093,109304,2,2,2,2,2,2,2,2
10930432,1093,109304,3,1,3,3,1,3,3,4,4,2,3,3,4,2,3,1,3,3,3,2,1093,109304,2,2,2,2,2,2,2,2
10930433,1093,109304,2,1,3,2,2,3,2,4,4,2,4,4,4,1,3,2,2,1,3,1,1093,109304,2,2,2,2,2,2,2,2
10930434,1093,109304,3,1,1,3,1,3,3,4,4,4,4,4,4,2,4,1,1,1,4,4,1093,109304,2,2,2,2,2,2,2,2
10930435,1093,109304,1,1,1,1,1,2,1,3,3,2,4,3,3,2,2,3,3,3,3,1,1093,109304,2,2,2,2,2,2,2,2
10930436,1093,109304,1,1,3,3,3,2,2,4,4,1,4,3,4,3,2,2,1,2,3,2,1093,109304,2,2,2,2,2,2,2,2
10930437,1093,109304,1,1,3,3,2,3,1,3,2,1,2,1,1,1,2,2,2,2,2,3,1093,109304,2,2,2,2,2,2,2,2
10930438,1093,109304,2,2,2,2,2,2,1,4,4,3,4,3,4,2,2,1,1,2,2,1,1093,109304,2,2,2,2,2,2,2,2
10930439,1093,109304,2,1,3,3,2,3,3,4,4,4,2,3,2,1,2,1,2,2,3,4,1093,109304,2,2,2,2,2,2,2,2
10930440,1093,109304,3,2,2,3,2,3,3,3,3,3,3,2,3,1,4,3,3,4,3,3,1093,109304,2,2,2,2,2,2,2,2
10930441,1093,109304,1,1,3,3,2,3,2,3,3,4,3,3,3,3,3,1,3,3,3,3,1093,109304,2,2,2,2,2,2,2,2
10930442,1093,109304,1,1,1,3,2,2,2,3,3,2,4,3,3,2,3,2,2,2,2,2,1093,109304,2,2,2,2,2,2,2,2
10930443,1093,109304,1,1,1,1,1,2,2,4,4,4,4,4,4,1,1,1,2,1,1,1,1093,109304,2,2,2,2,2,2,2,2
10940101,1094,109401,2,2,2,2,1,2,2,4,4,4,4,3,3,1,2,1,1,2,3,3,1094,109401,2,2,2,2,2,2,2,2
10940102,1094,109401,3,3,1,2,2,2,1,4,4,4,4,4,4,1,1,1,1,1,2,2,1094,109401,2,2,2,2,2,1,2,2
10940104,1094,109401,3,2,3,3,3,3,3,3,3,2,2,3,3,2,2,2,3,2,4,3,1094,109401,2,1,2,2,2,2,2,2
10940105,1094,109401,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,2,1094,109401,2,2,2,2,2,2,2,2
10940106,1094,109401,3,2,3,3,3,2,2,4,4,3,4,3,4,1,1,1,1,1,1,1,1094,109401,1,1,1,1,2,2,1,2
10940107,1094,109401,1,1,3,3,1,2,1,4,1,1,4,1,1,3,1,1,4,2,2,2,1094,109401,2,2,2,2,2,2,2,2
10940108,1094,109401,3,1,3,3,1,3,3,4,3,2,2,2,3,2,2,2,2,2,2,2,1094,109401,2,2,2,2,2,2,2,2
10940109,1094,109401,3,2,3,1,1,2,2,4,4,2,4,2,4,1,1,1,2,1,2,1,1094,109401,2,2,2,2,2,2,2,2
10940110,1094,109401,2,2,2,3,2,2,2,4,3,3,3,4,4,1,1,1,2,1,2,2,1094,109401,2,2,2,2,2,2,2,2
10940111,1094,109401,3,2,3,3,2,3,3,4,4,3,4,2,4,1,2,1,2,2,2,2,1094,109401,2,2,2,2,2,2,2,2
10950201,1095,109502,3,1,2,2,3,3,2,4,4,2,4,4,3,1,1,1,1,1,2,1,1095,109502,2,2,2,2,2,2,2,2
10950202,1095,109502,3,2,3,1,3,2,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,1095,109502,2,2,2,2,2,2,2,2
10950203,1095,109502,2,1,2,2,3,2,2,4,4,2,3,3,3,2,1,2,2,2,2,2,1095,109502,2,2,2,2,2,2,2,2
10950204,1095,109502,3,1,1,2,1,2,2,4,4,4,4,4,4,2,4,1,2,3,3,2,1095,109502,2,2,2,2,2,2,2,2
10950205,1095,109502,2,1,2,1,1,2,2,3,4,3,3,4,4,2,2,2,2,2,2,2,1095,109502,2,2,2,2,2,2,2,2
10950206,1095,109502,2,2,3,1,3,3,2,1,4,1,4,1,1,1,4,1,2,4,4,4,1095,109502,2,2,2,2,2,2,2,2
10950207,1095,109502,3,2,3,3,3,3,3,3,4,2,1,1,1,3,3,3,4,3,4,4,1095,109502,2,2,2,2,2,2,2,2
10950208,1095,109502,2,2,2,2,2,3,2,2,2,1,3,2,2,3,4,2,3,4,3,4,1095,109502,2,2,2,2,2,2,2,2
10950209,1095,109502,1,1,1,1,1,2,1,3,3,4,4,4,3,2,2,3,3,3,4,4,1095,109502,2,2,2,2,2,2,2,2
10950210,1095,109502,1,1,1,1,2,3,2,4,4,4,3,4,3,2,1,2,1,1,1,1,1095,109502,2,2,2,2,2,2,2,2
10950211,1095,109502,1,1,1,1,1,2,1,3,4,3,4,3,3,2,2,1,2,3,3,3,1095,109502,2,2,2,2,2,2,2,2
10950212,1095,109502,2,1,2,3,3,3,3,3,4,2,4,3,3,2,3,4,3,3,4,2,1095,109502,2,2,2,2,2,2,2,2
10950214,1095,109502,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1095,109502,2,2,2,2,2,2,2,2
10950215,1095,109502,2,1,1,2,2,2,2,3,4,2,3,2,2,3,3,2,3,4,4,4,1095,109502,2,2,2,2,2,2,2,2
10950216,1095,109502,3,1,3,3,1,2,2,4,4,3,3,3,2,2,3,1,2,3,3,3,1095,109502,2,2,2,2,2,2,2,2
10950218,1095,109502,1,1,1,1,3,3,1,4,4,3,4,2,4,2,2,1,4,2,2,3,1095,109502,2,2,2,2,2,2,2,2
10950219,1095,109502,2,2,3,3,3,3,3,1,4,1,1,1,1,3,3,2,3,3,3,3,1095,109502,2,2,2,2,2,2,2,2
10950220,1095,109502,3,1,3,3,2,3,3,1,1,1,1,1,1,4,3,4,4,4,4,4,1095,109502,1,1,1,2,2,2,2,1
10950221,1095,109502,3,1,2,3,2,3,2,4,4,2,3,3,3,3,3,2,3,3,3,4,1095,109502,2,2,2,2,2,2,2,2
10950222,1095,109502,2,2,3,2,NA,3,2,3,4,2,2,2,3,2,1,1,1,1,3,1,1095,109502,2,2,2,2,2,2,2,2
10950223,1095,109502,2,1,3,1,1,3,2,3,3,3,3,1,4,2,1,1,2,2,1,1,1095,109502,2,2,2,2,2,2,2,2
10950224,1095,109502,3,1,2,2,2,3,3,3,4,2,4,4,3,1,2,1,1,1,3,2,1095,109502,2,2,2,2,2,2,2,2
10950225,1095,109502,3,1,3,3,2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1095,109502,2,2,2,2,2,2,2,2
10950226,1095,109502,3,2,3,2,3,2,3,2,3,3,3,3,3,2,2,3,2,1,3,3,1095,109502,2,2,2,2,2,2,2,1
