"Estudiante","Escuela.x","Aula.x","Debate","Votar","Decisiones","Asamblea","Candidato","Medioambiente","Voluntario","Prop.decision","Expres.opinion","Discus.politic","Opinion.mayoria","Discus.difop","Aspectos","Como.votar","Como.leyes","Como.medioambiente","Como.problemas","Como.derechos","Como.paises","Como.economia","Escuela.y","Aula.y","Piel","Clase","Religion","Region","Fisica","Mental","Pais","indigena"
11380110,1138,113801,3,2,3,3,3,3,3,3,3,2,4,2,3,2,2,2,3,2,3,3,1138,113801,2,2,2,2,2,2,2,2
11380111,1138,113801,3,1,3,1,2,3,3,3,4,2,3,4,2,2,2,1,1,2,2,2,1138,113801,2,2,2,2,2,2,2,2
11380112,1138,113801,3,1,2,3,3,2,1,4,4,3,3,3,4,1,1,1,1,1,1,2,1138,113801,2,2,2,2,2,2,2,2
11380113,1138,113801,1,1,3,1,1,1,1,4,4,4,4,4,4,1,1,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380114,1138,113801,1,1,1,2,3,1,3,4,4,3,4,4,4,1,2,1,1,2,1,3,1138,113801,2,2,2,2,2,2,2,2
11380115,1138,113801,2,1,3,3,1,2,2,3,4,3,4,3,3,1,1,1,1,1,2,2,1138,113801,2,2,2,2,2,2,2,2
11380116,1138,113801,2,1,3,3,1,2,3,4,4,2,3,3,3,1,1,1,1,1,1,3,1138,113801,2,1,2,2,2,2,2,1
11380117,1138,113801,2,1,1,2,2,1,1,4,4,3,3,3,3,1,1,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380118,1138,113801,2,2,1,1,1,2,2,4,4,NA,4,3,4,3,2,3,3,3,2,3,1138,113801,2,2,1,1,1,1,2,2
11380119,1138,113801,1,1,1,1,1,1,1,4,3,3,4,3,4,1,2,1,1,2,2,1,1138,113801,2,2,2,2,2,2,2,2
11380120,1138,113801,3,2,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,1138,113801,2,2,2,2,2,2,2,2
11380121,1138,113801,3,1,3,3,3,1,1,4,4,2,4,4,4,1,1,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380122,1138,113801,1,1,1,1,2,2,2,4,4,3,4,4,4,1,1,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380123,1138,113801,2,1,1,1,3,1,2,4,4,3,4,4,4,1,2,3,4,1,2,3,1138,113801,2,2,2,2,2,2,2,2
11380124,1138,113801,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,2,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380125,1138,113801,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,1138,113801,2,2,2,2,2,2,2,2
11380126,1138,113801,1,1,3,1,1,1,1,4,4,3,4,4,4,1,1,1,2,1,1,2,1138,113801,2,2,2,2,2,2,2,2
11380127,1138,113801,NA,1,3,2,2,2,3,4,4,2,4,4,4,2,2,1,3,1,3,2,1138,113801,2,2,2,2,2,2,2,2
11380129,1138,113801,3,1,3,3,3,3,1,4,4,3,4,3,4,1,2,1,1,2,3,1,1138,113801,2,2,2,2,2,2,2,2
11380130,1138,113801,3,1,3,3,3,3,3,3,3,2,3,3,3,2,3,1,4,4,4,4,1138,113801,2,2,2,2,2,2,2,2
11380131,1138,113801,2,1,1,2,3,2,1,4,3,3,4,3,3,1,1,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380132,1138,113801,3,1,2,2,3,1,2,4,4,3,4,4,4,2,2,1,1,2,2,1,1138,113801,2,2,2,2,2,2,2,2
11380133,1138,113801,2,1,2,2,1,1,1,3,4,2,4,4,4,2,2,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380134,1138,113801,3,1,3,3,1,3,3,3,3,3,4,3,3,2,2,1,2,2,2,3,1138,113801,2,2,2,2,2,2,2,2
11380135,1138,113801,3,1,3,2,3,2,2,3,3,2,3,4,2,3,2,1,1,1,1,1,1138,113801,2,2,2,2,2,2,2,2
11380136,1138,113801,3,1,3,3,1,3,3,4,4,4,4,4,4,1,2,2,2,1,2,1,1138,113801,2,2,2,2,2,2,2,2
11380137,1138,113801,3,1,3,3,3,2,2,3,3,3,3,2,3,2,3,2,3,3,3,3,1138,113801,2,2,2,2,2,2,2,2
11380138,1138,113801,3,1,3,3,3,3,3,3,4,3,3,3,3,2,1,1,2,2,2,2,1138,113801,2,2,2,2,2,2,2,2
11380139,1138,113801,2,1,1,1,1,2,2,4,4,4,4,4,4,1,1,1,2,1,3,2,1138,113801,2,2,2,2,2,2,2,2
11380140,1138,113801,3,1,3,3,3,2,2,4,4,4,4,4,4,3,2,2,2,1,2,3,1138,113801,2,2,2,2,2,2,2,2
11380141,1138,113801,3,1,1,1,1,1,2,4,4,4,4,4,4,1,2,2,2,2,1,1,1138,113801,1,1,1,1,1,1,1,1
11380142,1138,113801,3,1,3,3,1,1,2,4,4,3,4,4,3,1,1,1,1,1,2,1,1138,113801,2,2,2,2,2,2,2,2
11390101,1139,113901,1,1,2,3,1,3,1,4,4,3,4,4,4,1,1,1,1,1,2,1,1139,113901,2,2,2,2,2,2,2,2
11390103,1139,113901,3,1,3,3,3,3,1,4,4,3,4,4,4,1,1,1,1,1,2,1,1139,113901,2,2,2,2,2,2,2,1
11390104,1139,113901,2,1,3,3,3,2,3,4,4,2,3,2,3,3,3,3,2,2,2,2,1139,113901,2,2,2,2,2,2,2,2
11390105,1139,113901,1,1,1,2,2,2,1,4,4,3,4,4,3,2,3,1,2,3,3,2,1139,113901,2,2,2,2,2,2,2,2
11390106,1139,113901,1,1,3,NA,1,1,1,4,3,2,4,4,4,3,2,1,4,1,3,1,1139,113901,2,2,2,2,2,2,2,2
11390107,1139,113901,2,1,3,2,3,2,1,3,4,3,3,3,4,2,3,2,2,1,3,3,1139,113901,2,2,2,2,2,2,2,2
11390108,1139,113901,2,1,1,2,2,2,3,3,3,2,4,2,3,2,2,1,1,1,2,1,1139,113901,1,1,1,1,2,2,2,1
11390109,1139,113901,1,1,1,1,1,2,2,3,4,2,3,3,4,1,2,3,3,2,3,2,1139,113901,2,2,2,2,2,2,2,2
11390110,1139,113901,3,1,2,3,2,2,2,4,4,4,4,4,4,2,3,2,2,3,1,1,1139,113901,2,2,2,2,2,2,2,2
11390111,1139,113901,1,1,3,3,1,2,2,4,4,3,4,4,3,2,3,1,2,3,4,3,1139,113901,2,2,2,2,2,2,2,2
11390112,1139,113901,1,1,2,2,3,3,1,3,3,3,3,3,3,2,3,1,1,2,3,1,1139,113901,2,2,2,2,2,2,2,2
11390113,1139,113901,1,1,1,1,1,1,1,3,4,4,4,4,4,1,1,1,1,1,1,1,1139,113901,2,2,2,2,2,2,2,2
11390114,1139,113901,2,1,2,3,3,2,3,4,4,2,4,4,4,3,3,1,2,2,3,3,1139,113901,2,2,2,2,2,2,2,2
11390115,1139,113901,2,1,3,3,1,2,2,3,3,4,4,3,3,2,2,1,3,2,2,2,1139,113901,2,2,2,2,2,2,2,2
11390116,1139,113901,2,1,3,3,3,3,3,2,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,1139,113901,2,2,2,2,2,2,2,2
11390117,1139,113901,2,2,2,2,2,2,1,4,4,3,4,4,4,2,2,1,2,1,2,2,1139,113901,2,2,2,2,2,2,2,2
11390118,1139,113901,1,1,2,3,3,3,1,4,4,3,4,3,3,2,1,1,1,1,1,1,1139,113901,2,2,1,1,2,2,2,2
11390119,1139,113901,1,1,2,1,1,2,1,4,4,1,4,4,4,1,1,1,1,1,2,1,1139,113901,2,2,2,2,2,2,2,2
11390120,1139,113901,3,1,3,3,2,1,NA,4,4,1,3,1,3,1,3,1,3,1,2,4,1139,113901,2,2,2,2,2,2,2,2
11390121,1139,113901,2,1,1,2,3,2,1,4,3,4,4,3,2,2,2,1,1,1,2,2,1139,113901,2,2,2,2,2,2,2,2
11390122,1139,113901,2,2,3,3,3,2,2,4,4,3,4,3,4,1,2,1,1,2,1,3,1139,113901,2,2,2,2,2,2,2,1
11390123,1139,113901,3,1,3,3,3,3,3,4,4,1,4,4,4,1,3,3,4,2,3,2,1139,113901,2,2,2,2,2,2,2,2
11390124,1139,113901,3,1,2,3,2,3,3,4,4,1,3,2,4,1,2,1,2,1,2,3,1139,113901,2,2,2,2,2,2,2,2
11390125,1139,113901,1,1,3,1,1,3,3,4,4,2,4,2,3,2,4,2,2,2,2,2,1139,113901,2,2,2,2,2,2,2,1
11390126,1139,113901,3,1,3,3,2,1,2,4,4,3,4,3,4,3,2,3,4,4,2,2,1139,113901,2,2,2,2,2,2,2,2
11390127,1139,113901,3,1,3,2,3,2,3,3,4,3,3,3,4,NA,NA,NA,NA,NA,NA,NA,1139,113901,2,2,2,2,2,2,2,2
11390128,1139,113901,1,1,2,1,2,2,1,4,3,2,NA,3,2,2,1,2,2,2,2,1,1139,113901,2,2,2,2,2,2,2,2
11390129,1139,113901,1,1,1,3,1,2,3,4,2,2,2,3,4,2,1,1,2,2,2,1,1139,113901,2,2,2,2,2,2,2,2
11390130,1139,113901,1,1,2,2,1,2,3,4,4,3,4,3,4,2,2,1,1,1,3,2,1139,113901,2,2,2,2,2,2,2,2
11390131,1139,113901,3,1,3,3,2,3,1,4,4,3,4,3,3,4,2,2,3,4,3,4,1139,113901,2,2,2,2,2,2,2,2
11390132,1139,113901,2,1,2,3,2,2,1,3,3,1,2,3,2,3,3,2,3,3,4,3,1139,113901,2,2,2,2,2,2,2,2
11390133,1139,113901,1,1,3,3,2,2,3,4,4,3,4,4,4,1,1,1,1,2,2,2,1139,113901,2,2,2,2,2,2,2,2
11390134,1139,113901,2,1,1,3,1,3,1,4,4,4,4,4,4,1,1,1,1,1,3,2,1139,113901,2,2,2,2,2,2,2,2
11390135,1139,113901,1,1,1,1,1,1,2,3,4,3,4,4,4,3,2,1,1,1,1,1,1139,113901,2,2,2,2,2,2,2,2
11390136,1139,113901,2,1,3,3,2,3,3,4,4,2,4,4,4,3,2,2,3,2,4,3,1139,113901,2,1,1,1,1,1,1,1
11390137,1139,113901,1,1,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,3,3,1139,113901,2,1,1,2,2,2,1,2
11390138,1139,113901,2,1,3,3,2,3,2,3,2,2,3,2,3,4,3,3,2,3,3,2,1139,113901,1,1,1,1,1,1,1,1
11390139,1139,113901,2,1,3,3,3,3,2,4,4,2,4,2,3,1,3,1,2,2,4,3,1139,113901,2,2,2,2,2,2,2,2
11390140,1139,113901,2,1,3,3,2,2,3,4,4,2,3,2,3,2,2,2,3,3,3,2,1139,113901,2,1,2,2,2,2,2,2
11390141,1139,113901,3,1,3,3,3,3,3,4,4,1,1,3,3,2,2,2,2,2,3,3,1139,113901,2,2,2,2,2,2,2,2
11390142,1139,113901,3,2,3,3,3,3,3,4,4,2,3,3,3,2,2,1,1,1,2,2,1139,113901,2,2,2,2,2,2,2,2
11390143,1139,113901,1,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1139,113901,2,2,2,2,2,2,2,2
11390144,1139,113901,3,3,3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,1139,113901,2,2,1,2,2,1,1,1
11390145,1139,113901,3,1,2,3,3,3,3,4,4,2,4,3,2,2,2,2,2,3,4,4,1139,113901,2,2,2,2,2,2,2,2
11400101,1140,114001,3,2,3,3,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1140,114001,2,2,2,2,2,2,2,2
11400102,1140,114001,3,1,3,3,2,3,1,4,4,2,2,4,4,1,2,1,1,1,2,2,1140,114001,2,2,2,2,2,2,2,2
11400103,1140,114001,3,2,3,3,3,3,3,4,4,1,1,4,4,2,1,1,1,1,1,1,1140,114001,2,2,2,2,2,2,2,2
11400104,1140,114001,2,1,2,2,3,1,1,3,4,2,3,3,4,2,1,1,2,1,1,2,1140,114001,2,2,2,2,2,2,2,2
11400105,1140,114001,3,1,3,2,2,2,1,3,4,3,4,4,4,1,2,1,1,1,2,1,1140,114001,2,2,2,2,2,2,2,2
11400106,1140,114001,2,2,3,3,2,2,3,3,3,3,4,4,4,2,2,1,1,1,2,2,1140,114001,1,1,1,1,2,2,2,2
11400107,1140,114001,1,1,3,3,3,2,3,3,4,3,3,3,4,2,3,3,3,2,3,2,1140,114001,2,2,2,2,2,2,2,2
11400108,1140,114001,3,1,3,3,2,2,3,4,4,4,4,4,4,1,2,1,2,2,2,2,1140,114001,2,2,2,2,2,2,2,2
11400109,1140,114001,2,2,2,2,2,2,2,3,4,3,4,3,4,1,1,1,2,1,1,1,1140,114001,2,2,2,2,2,2,2,2
11400110,1140,114001,3,1,3,3,3,3,1,4,4,2,3,4,4,1,4,2,4,4,4,3,1140,114001,2,2,2,2,2,2,2,2
11400111,1140,114001,2,1,3,2,3,3,1,4,4,NA,4,3,3,1,2,1,1,1,2,1,1140,114001,2,2,2,2,2,2,2,2
11400112,1140,114001,2,1,1,1,1,1,1,3,4,2,3,2,2,1,1,1,1,1,2,1,1140,114001,2,2,2,2,2,2,2,2
11400113,1140,114001,1,2,1,1,1,1,1,1,3,1,3,2,4,1,1,1,4,2,2,2,1140,114001,2,2,2,2,2,2,2,2
11400114,1140,114001,3,1,1,2,3,3,1,4,4,1,4,4,3,3,2,1,3,2,3,1,1140,114001,2,2,2,2,2,2,2,2
11400115,1140,114001,3,1,2,2,3,1,1,4,4,3,4,4,4,1,1,2,1,1,1,1,1140,114001,2,2,2,2,2,2,2,2
11400116,1140,114001,1,1,1,1,3,1,1,2,3,2,3,2,2,2,1,2,2,2,1,1,1140,114001,2,2,2,1,2,2,1,2
11400117,1140,114001,NA,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1140,114001,2,2,2,2,2,1,2,2
11400118,1140,114001,2,2,1,2,3,2,2,3,3,3,2,2,4,3,3,2,3,3,3,3,1140,114001,2,2,2,2,2,2,2,2
11400119,1140,114001,2,2,3,3,3,3,2,4,4,4,4,4,4,3,3,4,4,3,3,3,1140,114001,2,2,1,2,2,2,2,2
11400120,1140,114001,2,1,3,2,2,2,1,3,3,3,4,2,2,1,1,1,1,1,3,1,1140,114001,2,2,2,2,2,2,2,2
11400121,1140,114001,1,1,3,3,1,3,3,4,4,1,4,4,4,1,1,2,2,2,3,4,1140,114001,2,2,2,2,2,2,2,2
11400122,1140,114001,3,2,3,3,2,3,1,4,4,2,4,4,4,1,1,2,2,1,3,2,1140,114001,2,2,2,2,2,2,2,2
11400123,1140,114001,2,2,3,2,2,2,2,1,3,1,3,1,3,2,3,1,3,3,3,2,1140,114001,2,2,2,2,2,2,2,2
11410101,1141,114101,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,1141,114101,2,2,2,2,2,2,2,2
11410102,1141,114101,3,3,3,3,3,3,3,1,3,1,3,1,3,1,1,3,4,2,4,3,1141,114101,2,2,2,2,2,2,2,2
11410103,1141,114101,2,1,3,3,3,1,2,3,3,2,3,2,3,1,2,1,2,1,2,2,1141,114101,2,2,2,2,2,2,2,2
11410104,1141,114101,2,1,2,3,3,1,1,4,1,1,3,3,4,1,2,1,2,1,3,1,1141,114101,2,2,2,2,2,2,2,2
11410105,1141,114101,2,2,3,3,3,2,3,3,4,2,4,3,4,2,1,1,2,1,2,2,1141,114101,2,2,2,2,2,2,2,2
11410106,1141,114101,3,1,1,3,3,1,1,4,4,2,4,4,4,2,2,1,3,2,3,3,1141,114101,2,1,2,2,2,2,2,1
11410107,1141,114101,2,1,1,1,1,2,1,4,4,3,4,4,4,2,1,1,2,1,2,1,1141,114101,2,2,2,2,2,2,2,2
11410108,1141,114101,2,1,3,3,3,2,3,3,3,2,4,3,3,2,3,1,2,2,3,1,1141,114101,2,2,2,2,2,2,2,2
11410109,1141,114101,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,1141,114101,2,2,2,2,2,2,2,2
11410110,1141,114101,1,2,3,3,3,3,3,3,4,2,4,3,3,1,1,1,1,1,2,2,1141,114101,2,2,2,2,2,2,2,2
11410111,1141,114101,3,1,2,3,3,3,1,3,4,1,2,3,4,2,4,3,3,2,4,4,1141,114101,2,2,2,2,2,2,2,2
11410112,1141,114101,3,1,3,3,3,3,1,4,4,4,4,4,4,2,2,2,2,3,3,2,1141,114101,2,2,2,2,2,2,2,2
11410113,1141,114101,2,1,2,3,3,3,3,3,3,1,1,1,1,2,2,1,2,2,3,2,1141,114101,2,2,2,2,2,2,2,2
11410114,1141,114101,3,3,2,2,3,2,2,3,3,2,3,2,3,2,1,1,2,1,3,2,1141,114101,2,2,2,2,2,2,2,2
11410115,1141,114101,1,3,1,1,2,3,3,3,3,2,3,4,4,2,1,1,3,3,3,1,1141,114101,2,2,2,2,2,2,2,2
11410116,1141,114101,2,3,3,3,3,3,3,1,1,1,3,2,4,4,3,4,4,3,3,3,1141,114101,2,2,2,2,2,2,2,2
11410117,1141,114101,1,3,2,1,2,3,3,4,4,3,4,3,4,1,1,1,1,1,1,1,1141,114101,2,2,2,2,2,2,2,2
11410118,1141,114101,2,3,3,3,3,1,3,4,4,2,3,1,3,2,2,1,3,2,4,2,1141,114101,2,2,2,2,2,2,2,2
11410119,1141,114101,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,1,3,3,3,3,1141,114101,2,2,2,2,2,2,2,2
11410120,1141,114101,3,1,3,3,3,3,3,4,4,2,4,4,3,2,2,1,2,1,2,2,1141,114101,2,2,2,2,2,2,2,2
11410121,1141,114101,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1141,114101,2,2,2,2,2,2,2,2
11410122,1141,114101,2,3,3,3,3,1,1,4,4,2,4,4,3,2,2,1,1,2,3,2,1141,114101,2,2,2,2,2,2,2,2
11410123,1141,114101,2,1,3,3,2,3,3,3,3,3,3,2,3,2,2,1,2,1,2,1,1141,114101,2,1,2,2,2,2,2,2
11410124,1141,114101,2,1,3,3,2,3,2,3,4,2,4,4,3,1,1,1,1,2,2,2,1141,114101,2,2,2,2,2,2,2,2
11410125,1141,114101,3,1,3,1,3,2,2,4,4,2,4,3,4,1,2,1,3,2,3,3,1141,114101,2,2,2,2,2,2,2,2
11410126,1141,114101,2,2,3,1,3,1,2,1,4,1,3,3,4,2,2,3,2,1,1,2,1141,114101,2,2,2,2,2,2,2,2
11410127,1141,114101,2,2,3,2,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,3,1141,114101,2,2,2,2,2,2,2,2
11410128,1141,114101,3,1,3,3,3,3,1,4,4,3,3,3,4,1,2,1,3,1,2,2,1141,114101,2,2,2,2,2,2,2,2
11410129,1141,114101,2,1,3,3,2,2,1,4,4,2,3,2,2,1,2,1,2,1,3,2,1141,114101,2,2,2,2,2,2,2,2
11410130,1141,114101,2,3,2,3,3,3,2,1,4,2,3,2,3,1,1,1,2,1,2,1,1141,114101,2,2,2,2,2,2,2,2
11410131,1141,114101,2,3,3,3,3,3,3,2,3,2,2,2,1,1,2,4,4,2,4,3,1141,114101,2,2,2,2,2,2,2,2
11410132,1141,114101,1,1,1,1,2,1,3,4,4,4,4,4,4,2,1,3,3,2,1,2,1141,114101,2,2,2,2,2,2,2,2
11410133,1141,114101,1,3,3,3,3,3,2,4,4,2,4,3,4,2,2,2,2,2,3,2,1141,114101,2,2,2,2,2,2,2,2
11410134,1141,114101,1,2,2,2,3,2,1,4,4,3,4,4,4,2,2,1,1,1,3,3,1141,114101,2,2,2,2,2,2,2,2
11410135,1141,114101,2,3,3,2,3,3,1,3,2,1,1,2,1,2,2,2,2,2,2,2,1141,114101,2,2,2,2,2,2,2,2
11420301,1142,114203,3,1,3,3,1,2,1,4,4,1,4,4,4,1,1,1,2,2,1,2,1142,114203,2,2,2,2,2,2,2,2
11420302,1142,114203,2,1,2,3,3,1,2,4,4,3,4,3,4,1,1,1,1,1,2,2,1142,114203,2,2,2,2,2,2,2,2
11420303,1142,114203,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,1,2,2,3,2,1142,114203,2,2,2,2,2,2,2,2
11420304,1142,114203,3,2,3,3,3,3,3,4,4,3,4,4,3,3,3,4,3,3,4,3,1142,114203,2,2,2,2,2,2,2,2
11420305,1142,114203,3,1,1,2,2,1,2,2,4,3,3,4,4,1,2,2,2,2,2,2,1142,114203,2,2,2,2,2,2,2,2
11420306,1142,114203,3,1,3,3,2,3,1,3,3,1,2,2,1,2,4,2,4,4,4,3,1142,114203,2,2,2,2,2,2,2,2
11420307,1142,114203,3,1,1,1,1,1,1,3,4,2,4,3,4,2,2,1,1,2,3,1,1142,114203,2,2,2,2,2,2,2,2
11420308,1142,114203,3,1,3,1,3,3,3,4,4,2,4,4,4,4,1,3,3,3,3,3,1142,114203,2,2,2,2,2,1,2,2
11420309,1142,114203,3,1,3,3,2,3,3,3,4,2,4,3,3,3,3,2,4,3,4,4,1142,114203,2,2,2,2,2,2,2,2
11420310,1142,114203,3,1,3,3,2,3,1,3,3,2,3,3,3,2,3,2,3,2,4,3,1142,114203,2,2,2,2,2,2,2,2
11420311,1142,114203,2,1,3,3,3,2,3,4,4,2,4,3,4,2,2,1,2,2,3,2,1142,114203,2,2,2,2,2,2,2,2
11420312,1142,114203,2,1,2,3,2,2,3,4,4,2,4,4,3,2,2,2,2,3,3,3,1142,114203,2,2,2,2,2,2,2,2
11420313,1142,114203,3,1,3,3,2,2,3,3,4,1,3,2,4,2,1,1,1,3,4,2,1142,114203,2,2,2,2,2,1,2,2
11420314,1142,114203,2,1,1,2,2,1,1,4,4,2,4,4,3,1,2,1,2,1,2,1,1142,114203,2,2,2,2,2,2,2,2
11420315,1142,114203,3,1,3,3,1,3,1,4,4,2,4,4,4,2,3,1,2,2,4,3,1142,114203,2,2,2,2,2,2,2,2
11420316,1142,114203,1,1,1,3,1,3,3,4,4,2,4,4,4,2,2,1,2,2,2,2,1142,114203,2,2,2,2,2,2,2,2
11420317,1142,114203,3,1,3,3,3,3,3,4,3,2,2,3,2,2,4,1,3,4,4,4,1142,114203,2,2,2,2,2,2,2,2
11420318,1142,114203,3,1,3,3,2,3,1,4,4,2,4,2,2,2,3,1,2,3,3,3,1142,114203,2,2,2,2,2,2,2,2
11420319,1142,114203,3,1,3,3,1,3,3,4,4,3,2,3,4,2,2,1,2,1,2,3,1142,114203,2,2,2,2,2,2,2,2
11420320,1142,114203,3,1,2,3,3,3,1,3,4,2,4,4,3,2,3,1,2,3,3,2,1142,114203,2,2,2,2,2,2,2,2
11420321,1142,114203,3,1,3,3,3,2,1,2,4,2,2,2,3,2,3,1,NA,2,3,2,1142,114203,1,1,1,1,1,1,1,1
11420322,1142,114203,1,1,1,1,1,1,2,4,4,3,4,3,4,1,2,1,1,1,3,2,1142,114203,2,2,2,2,2,2,2,2
11420323,1142,114203,2,1,3,3,3,3,3,NA,4,2,2,2,4,1,2,1,2,1,2,1,1142,114203,2,2,2,2,2,2,2,2
11420324,1142,114203,3,1,3,3,2,2,2,4,4,2,4,2,3,1,2,1,2,2,2,2,1142,114203,2,2,2,2,2,2,2,2
11420325,1142,114203,1,1,2,3,1,3,3,1,1,2,3,1,3,3,3,3,4,3,4,3,1142,114203,2,2,2,2,2,2,2,2
11420326,1142,114203,3,1,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,1142,114203,2,2,2,2,2,2,2,2
11420327,1142,114203,3,1,2,3,1,1,2,4,4,3,4,3,3,1,1,1,1,1,2,2,1142,114203,2,2,2,2,2,2,2,2
11420328,1142,114203,3,1,1,1,1,2,3,3,4,2,4,2,3,1,1,1,1,2,2,2,1142,114203,2,2,2,2,2,2,2,2
11420329,1142,114203,2,1,3,2,3,2,3,4,4,2,4,3,4,3,3,2,2,2,4,4,1142,114203,2,2,2,2,2,2,2,2
11420330,1142,114203,3,1,3,3,2,3,3,4,4,2,3,3,4,2,3,3,4,3,3,3,1142,114203,2,2,2,2,2,2,2,2
11420331,1142,114203,3,1,2,3,3,3,1,4,4,2,2,1,1,1,1,4,3,2,2,1,1142,114203,2,2,2,2,2,2,2,2
11420332,1142,114203,1,1,1,3,1,2,2,4,4,2,4,4,4,2,3,1,1,2,2,3,1142,114203,2,2,2,2,2,2,2,2
11420333,1142,114203,2,1,3,2,1,3,2,4,4,4,4,4,4,1,2,1,2,2,2,2,1142,114203,2,2,2,2,2,2,2,2
11420334,1142,114203,1,1,1,2,3,1,1,4,4,3,4,4,4,3,4,1,3,3,4,2,1142,114203,2,2,2,2,2,2,2,2
11420335,1142,114203,3,2,3,3,3,3,3,4,4,1,4,2,2,2,2,1,2,2,2,2,1142,114203,2,2,2,2,2,2,2,2
11420336,1142,114203,2,1,2,3,3,2,3,4,3,2,4,4,3,1,1,1,1,1,1,1,1142,114203,2,2,2,2,2,2,2,2
11420337,1142,114203,2,1,3,3,1,3,1,4,4,2,4,3,3,1,2,1,2,3,3,2,1142,114203,2,2,2,2,2,2,2,2
11420338,1142,114203,3,1,1,2,2,2,1,4,4,1,4,4,4,1,2,1,1,3,4,4,1142,114203,2,2,2,2,2,2,2,2
11420339,1142,114203,3,1,3,3,3,3,3,4,4,2,4,4,4,1,2,1,1,1,1,1,1142,114203,2,2,2,2,2,2,2,2
11420340,1142,114203,1,1,1,1,3,3,3,3,4,2,4,3,4,2,2,1,1,1,2,2,1142,114203,2,2,2,2,2,2,2,2
11420341,1142,114203,2,1,1,3,2,2,1,4,4,3,4,4,2,1,1,2,2,2,2,2,1142,114203,2,2,2,2,2,2,2,2
11420342,1142,114203,3,2,3,3,3,3,3,2,3,1,3,2,2,3,4,2,4,3,3,3,1142,114203,2,2,2,2,2,2,2,2
11420343,1142,114203,3,1,3,3,1,3,3,4,4,3,4,4,4,1,1,1,1,1,1,1,1142,114203,2,2,2,2,2,2,2,2
11420344,1142,114203,2,1,3,2,1,3,2,4,3,2,2,2,3,1,1,1,1,1,1,2,1142,114203,2,2,2,2,2,2,2,2
11430201,1143,114302,3,3,3,3,3,3,3,4,4,4,3,3,4,2,1,2,2,3,3,3,1143,114302,2,2,2,2,2,2,2,2
11430202,1143,114302,3,2,3,3,3,3,2,3,3,2,4,4,3,1,2,3,3,2,4,3,1143,114302,2,2,2,2,2,2,2,2
11430203,1143,114302,2,1,3,2,1,1,2,3,3,3,4,3,3,2,2,1,3,3,4,2,1143,114302,2,2,2,2,2,2,2,2
11430204,1143,114302,3,3,2,3,1,3,3,3,3,1,2,3,2,3,3,3,4,2,3,1,1143,114302,2,2,2,2,2,2,2,2
11430206,1143,114302,3,2,3,2,3,3,3,3,3,4,2,3,2,3,2,1,4,3,4,3,1143,114302,1,2,2,1,2,2,1,2
11430207,1143,114302,2,2,3,3,2,2,1,3,3,2,4,3,4,1,2,3,3,1,4,2,1143,114302,2,2,2,2,2,2,2,2
11430208,1143,114302,3,1,1,1,1,1,1,4,4,4,4,4,3,1,1,1,1,1,1,1,1143,114302,2,2,2,2,2,2,2,2
11430209,1143,114302,3,1,1,3,1,1,3,4,4,3,4,2,4,1,2,1,2,1,2,2,1143,114302,2,2,2,2,2,2,2,2
11430210,1143,114302,3,1,1,3,3,1,3,4,4,3,4,2,4,1,2,1,2,1,2,2,1143,114302,2,2,2,2,2,2,2,2
11430211,1143,114302,1,1,1,1,1,1,1,3,4,3,2,3,4,2,2,3,3,3,2,2,1143,114302,2,2,2,2,2,2,2,2
11430212,1143,114302,3,1,3,3,3,2,NA,3,4,2,4,2,4,1,3,1,3,2,4,4,1143,114302,2,2,2,2,2,2,2,2
11430216,1143,114302,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,2,2,1,1143,114302,2,2,2,2,2,2,2,2
11430220,1143,114302,3,1,2,3,3,3,2,2,4,1,3,3,3,2,2,1,2,2,4,2,1143,114302,1,1,1,1,1,1,1,1
